# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.1 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-03-04T00:00:00.0
# Date end (ISO 8601): 2019-03-12T00:00:00.0
# Latitude (positive North, ISO 19115): 38.2355
# Longitude (positive East, ISO 19115): 114.1236
# Altitude (m): 160.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2021-08-23
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-03-08T17:00:00.0/2019-03-08T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T17:15:00.0/2019-03-08T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T17:30:00.0/2019-03-08T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T17:45:00.0/2019-03-08T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T18:00:00.0/2019-03-08T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T18:15:00.0/2019-03-08T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T18:30:00.0/2019-03-08T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T18:45:00.0/2019-03-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T19:00:00.0/2019-03-08T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T19:15:00.0/2019-03-08T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T19:30:00.0/2019-03-08T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T19:45:00.0/2019-03-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T20:00:00.0/2019-03-08T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T20:15:00.0/2019-03-08T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T20:30:00.0/2019-03-08T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T20:45:00.0/2019-03-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T21:00:00.0/2019-03-08T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T21:15:00.0/2019-03-08T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T21:30:00.0/2019-03-08T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T21:45:00.0/2019-03-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T22:00:00.0/2019-03-08T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T22:15:00.0/2019-03-08T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T22:30:00.0/2019-03-08T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-08T22:45:00.0/2019-03-08T23:00:00.0;4.5845;0.8551;0.0066;0.8484;0.2055
2019-03-08T23:00:00.0/2019-03-08T23:15:00.0;21.5411;4.9545;0.2269;4.7276;3.3278
2019-03-08T23:15:00.0/2019-03-08T23:30:00.0;38.9838;10.7484;0.9960;9.7525;8.6140
2019-03-08T23:30:00.0/2019-03-08T23:45:00.0;56.1845;17.8771;2.4614;15.4157;14.9716
2019-03-08T23:45:00.0/2019-03-09T00:00:00.0;73.0695;26.1911;4.7272;21.4639;22.2153
2019-03-09T00:00:00.0/2019-03-09T00:15:00.0;89.5666;35.4500;7.7623;27.6876;29.8438
2019-03-09T00:15:00.0/2019-03-09T00:30:00.0;105.6051;45.3577;11.4131;33.9447;37.2640
2019-03-09T00:30:00.0/2019-03-09T00:45:00.0;121.1163;55.7362;15.6472;40.0890;44.5791
2019-03-09T00:45:00.0/2019-03-09T01:00:00.0;136.0339;66.3681;20.3744;45.9937;51.7075
2019-03-09T01:00:00.0/2019-03-09T01:15:00.0;150.2940;77.0285;25.4333;51.5951;58.4417
2019-03-09T01:15:00.0/2019-03-09T01:30:00.0;163.8356;87.5340;30.6905;56.8435;64.7078
2019-03-09T01:30:00.0/2019-03-09T01:45:00.0;176.6008;97.7283;36.0198;61.7085;70.4664
2019-03-09T01:45:00.0/2019-03-09T02:00:00.0;188.5348;107.4785;41.3046;66.1739;75.6990
2019-03-09T02:00:00.0/2019-03-09T02:15:00.0;199.5866;116.6712;46.4382;70.2330;80.4016
2019-03-09T02:15:00.0/2019-03-09T02:30:00.0;209.7090;125.2103;51.3254;73.8848;84.5791
2019-03-09T02:30:00.0/2019-03-09T02:45:00.0;218.8587;133.0135;55.8817;77.1317;88.2416
2019-03-09T02:45:00.0/2019-03-09T03:00:00.0;226.9963;140.0110;60.0332;79.9779;91.4017
2019-03-09T03:00:00.0/2019-03-09T03:15:00.0;234.0873;146.1457;63.6983;82.4474;94.0466
2019-03-09T03:15:00.0/2019-03-09T03:30:00.0;240.1012;151.3684;66.8211;84.5473;96.1877
2019-03-09T03:30:00.0/2019-03-09T03:45:00.0;245.0124;155.6375;69.3748;86.2628;97.8630
2019-03-09T03:45:00.0/2019-03-09T04:00:00.0;248.7998;158.9214;71.3250;87.5964;99.0831
2019-03-09T04:00:00.0/2019-03-09T04:15:00.0;251.4473;161.1965;72.6468;88.5497;99.8568
2019-03-09T04:15:00.0/2019-03-09T04:30:00.0;252.9436;162.4464;73.3236;89.1228;100.1907
2019-03-09T04:30:00.0/2019-03-09T04:45:00.0;253.2824;162.6625;73.3479;89.3146;100.0893
2019-03-09T04:45:00.0/2019-03-09T05:00:00.0;252.4623;161.8432;72.7206;89.1226;99.5549
2019-03-09T05:00:00.0/2019-03-09T05:15:00.0;250.4868;159.9944;71.4516;88.5428;98.5878
2019-03-09T05:15:00.0/2019-03-09T05:30:00.0;247.3645;157.1291;69.5589;87.5702;97.1862
2019-03-09T05:30:00.0/2019-03-09T05:45:00.0;243.1089;153.2684;67.0696;86.1987;95.3466
2019-03-09T05:45:00.0/2019-03-09T06:00:00.0;237.7382;148.4409;64.0195;84.4214;93.0641
2019-03-09T06:00:00.0/2019-03-09T06:15:00.0;231.2755;142.4819;60.1481;82.3338;89.8744
2019-03-09T06:15:00.0/2019-03-09T06:30:00.0;223.7486;135.4491;55.5506;79.8985;85.7929
2019-03-09T06:30:00.0/2019-03-09T06:45:00.0;215.1897;127.6113;50.6255;76.9857;81.2915
2019-03-09T06:45:00.0/2019-03-09T07:00:00.0;205.6357;119.0429;45.4575;73.5854;76.3785
2019-03-09T07:00:00.0/2019-03-09T07:15:00.0;195.1276;109.8320;40.1394;69.6927;71.0680
2019-03-09T07:15:00.0/2019-03-09T07:30:00.0;183.7103;100.0817;34.7716;65.3101;65.3821
2019-03-09T07:30:00.0/2019-03-09T07:45:00.0;171.4330;89.9122;29.4612;60.4510;59.3541
2019-03-09T07:45:00.0/2019-03-09T08:00:00.0;158.3483;79.4625;24.3195;55.1431;53.0320
2019-03-09T08:00:00.0/2019-03-09T08:15:00.0;144.5123;68.8919;19.4592;49.4326;46.4818
2019-03-09T08:15:00.0/2019-03-09T08:30:00.0;129.9843;58.3798;14.9903;43.3895;39.7914
2019-03-09T08:30:00.0/2019-03-09T08:45:00.0;114.8267;48.1236;11.0136;37.1100;33.0725
2019-03-09T08:45:00.0/2019-03-09T09:00:00.0;99.1045;38.3316;7.6132;30.7185;26.4608
2019-03-09T09:00:00.0/2019-03-09T09:15:00.0;82.8852;29.2814;4.8965;24.3849;20.3204
2019-03-09T09:15:00.0/2019-03-09T09:30:00.0;66.2381;21.1063;2.8349;18.2714;14.6750
2019-03-09T09:30:00.0/2019-03-09T09:45:00.0;49.2349;13.8783;1.3648;12.5135;9.4358
2019-03-09T09:45:00.0/2019-03-09T10:00:00.0;31.9483;7.7462;0.4645;7.2817;4.8347
2019-03-09T10:00:00.0/2019-03-09T10:15:00.0;14.4524;2.8830;0.0634;2.8196;1.2210
2019-03-09T10:15:00.0/2019-03-09T10:30:00.0;0.8802;0.1422;0.0001;0.1421;0.0000
2019-03-09T10:30:00.0/2019-03-09T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T10:45:00.0/2019-03-09T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T11:00:00.0/2019-03-09T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T11:15:00.0/2019-03-09T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T11:30:00.0/2019-03-09T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T11:45:00.0/2019-03-09T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T12:00:00.0/2019-03-09T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T12:15:00.0/2019-03-09T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T12:30:00.0/2019-03-09T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T12:45:00.0/2019-03-09T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T13:00:00.0/2019-03-09T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T13:15:00.0/2019-03-09T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T13:30:00.0/2019-03-09T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T13:45:00.0/2019-03-09T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T14:00:00.0/2019-03-09T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T14:15:00.0/2019-03-09T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T14:30:00.0/2019-03-09T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T14:45:00.0/2019-03-09T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T15:00:00.0/2019-03-09T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T15:15:00.0/2019-03-09T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T15:30:00.0/2019-03-09T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T15:45:00.0/2019-03-09T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T16:00:00.0/2019-03-09T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T16:15:00.0/2019-03-09T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T16:30:00.0/2019-03-09T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T16:45:00.0/2019-03-09T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T17:00:00.0/2019-03-09T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T17:15:00.0/2019-03-09T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T17:30:00.0/2019-03-09T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T17:45:00.0/2019-03-09T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T18:00:00.0/2019-03-09T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T18:15:00.0/2019-03-09T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T18:30:00.0/2019-03-09T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T18:45:00.0/2019-03-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T19:00:00.0/2019-03-09T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T19:15:00.0/2019-03-09T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T19:30:00.0/2019-03-09T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T19:45:00.0/2019-03-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T20:00:00.0/2019-03-09T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T20:15:00.0/2019-03-09T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T20:30:00.0/2019-03-09T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T20:45:00.0/2019-03-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T21:00:00.0/2019-03-09T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T21:15:00.0/2019-03-09T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T21:30:00.0/2019-03-09T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T21:45:00.0/2019-03-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T22:00:00.0/2019-03-09T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T22:15:00.0/2019-03-09T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T22:30:00.0/2019-03-09T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T22:45:00.0/2019-03-09T23:00:00.0;5.9650;0.9505;0.0072;0.9433;0.1959
2019-03-09T23:00:00.0/2019-03-09T23:15:00.0;23.2970;4.5125;0.1554;4.3571;2.1385
2019-03-09T23:15:00.0/2019-03-09T23:30:00.0;40.7368;9.2671;0.6142;8.6529;5.0950
2019-03-09T23:30:00.0/2019-03-09T23:45:00.0;57.9334;14.9629;1.4380;13.5249;8.4889
2019-03-09T23:45:00.0/2019-03-10T00:00:00.0;74.8129;21.4802;2.6419;18.8383;12.1307
2019-03-10T00:00:00.0/2019-03-10T00:15:00.0;91.3035;28.9396;4.3032;24.6364;16.2162
2019-03-10T00:15:00.0/2019-03-10T00:30:00.0;107.3341;37.3840;6.5012;30.8828;20.8664
2019-03-10T00:30:00.0/2019-03-10T00:45:00.0;122.8364;46.5319;9.1978;37.3341;25.8160
2019-03-10T00:45:00.0/2019-03-10T01:00:00.0;137.7439;56.2271;12.3769;43.8502;30.9957
2019-03-10T01:00:00.0/2019-03-10T01:15:00.0;151.9929;66.3203;16.0417;50.2787;36.4177
2019-03-10T01:15:00.0/2019-03-10T01:30:00.0;165.5223;76.8368;20.5251;56.3117;42.7949
2019-03-10T01:30:00.0/2019-03-10T01:45:00.0;178.2743;87.4393;25.5437;61.8956;49.4612
2019-03-10T01:45:00.0/2019-03-10T02:00:00.0;190.1943;97.8967;30.9060;66.9907;56.1040
2019-03-10T02:00:00.0/2019-03-10T02:15:00.0;201.2312;108.0485;36.4961;71.5524;62.6266
2019-03-10T02:15:00.0/2019-03-10T02:30:00.0;211.3378;117.7536;42.1951;75.5584;68.9506
2019-03-10T02:30:00.0/2019-03-10T02:45:00.0;220.4711;126.8895;47.8853;79.0043;75.0132
2019-03-10T02:45:00.0/2019-03-10T03:00:00.0;228.5916;135.3514;53.4523;81.8991;80.7644
2019-03-10T03:00:00.0/2019-03-10T03:15:00.0;235.6649;141.9786;57.5212;84.4574;84.3159
2019-03-10T03:15:00.0/2019-03-10T03:30:00.0;241.6607;146.6485;59.8671;86.7814;85.5786
2019-03-10T03:30:00.0/2019-03-10T03:45:00.0;246.5533;150.3647;61.6482;88.7165;86.3765
2019-03-10T03:45:00.0/2019-03-10T04:00:00.0;250.3217;153.0983;62.8425;90.2558;86.7247
2019-03-10T04:00:00.0/2019-03-10T04:15:00.0;252.9501;154.8286;63.4374;91.3912;86.6359
2019-03-10T04:15:00.0/2019-03-10T04:30:00.0;254.4271;155.5425;63.4290;92.1135;86.1211
2019-03-10T04:30:00.0/2019-03-10T04:45:00.0;254.7464;155.2350;62.8223;92.4127;85.1897
2019-03-10T04:45:00.0/2019-03-10T05:00:00.0;253.9068;153.9086;61.6310;92.2776;83.8495
2019-03-10T05:00:00.0/2019-03-10T05:15:00.0;251.9120;151.5743;59.8776;91.6967;82.1076
2019-03-10T05:15:00.0/2019-03-10T05:30:00.0;248.7705;148.2512;57.5930;90.6582;79.9704
2019-03-10T05:30:00.0/2019-03-10T05:45:00.0;244.4959;143.9675;54.8170;89.1505;77.4444
2019-03-10T05:45:00.0/2019-03-10T06:00:00.0;239.1065;138.7604;51.5977;87.1627;74.5368
2019-03-10T06:00:00.0/2019-03-10T06:15:00.0;232.6256;133.4808;49.2011;84.2797;73.0610
2019-03-10T06:15:00.0/2019-03-10T06:30:00.0;225.0810;128.1463;47.5087;80.6376;72.9105
2019-03-10T06:30:00.0/2019-03-10T06:45:00.0;216.5050;121.9817;45.2531;76.7286;72.1972
2019-03-10T06:45:00.0/2019-03-10T07:00:00.0;206.9344;115.0373;42.4661;72.5712;70.8806
2019-03-10T07:00:00.0/2019-03-10T07:15:00.0;196.4105;107.3714;39.1921;68.1794;68.9162
2019-03-10T07:15:00.0/2019-03-10T07:30:00.0;184.9782;99.0522;35.4899;63.5623;66.2568
2019-03-10T07:30:00.0/2019-03-10T07:45:00.0;172.6867;90.1985;31.4178;58.7807;62.8205
2019-03-10T07:45:00.0/2019-03-10T08:00:00.0;159.5887;80.9738;27.1290;53.8448;58.6914
2019-03-10T08:00:00.0/2019-03-10T08:15:00.0;145.7404;71.6799;23.4604;48.2195;55.5783
2019-03-10T08:15:00.0/2019-03-10T08:30:00.0;131.2012;62.2051;19.7876;42.4175;52.0572
2019-03-10T08:30:00.0/2019-03-10T08:45:00.0;116.0334;52.5976;15.9831;36.6145;47.5229
2019-03-10T08:45:00.0/2019-03-10T09:00:00.0;100.3021;43.0141;12.1806;30.8336;41.8633
2019-03-10T09:00:00.0/2019-03-10T09:15:00.0;84.0748;33.4550;8.3817;25.0733;34.2928
2019-03-10T09:15:00.0/2019-03-10T09:30:00.0;67.4211;24.3037;5.0060;19.2977;25.4627
2019-03-10T09:30:00.0/2019-03-10T09:45:00.0;50.4123;16.0871;2.4887;13.5985;16.8154
2019-03-10T09:45:00.0/2019-03-10T10:00:00.0;33.1215;9.0689;0.9006;8.1683;9.0880
2019-03-10T10:00:00.0/2019-03-10T10:15:00.0;15.6227;3.5131;0.1647;3.3484;3.1914
2019-03-10T10:15:00.0/2019-03-10T10:30:00.0;1.2938;0.2340;0.0023;0.2318;0.0000
2019-03-10T10:30:00.0/2019-03-10T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T10:45:00.0/2019-03-10T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T11:00:00.0/2019-03-10T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T11:15:00.0/2019-03-10T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T11:30:00.0/2019-03-10T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T11:45:00.0/2019-03-10T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T12:00:00.0/2019-03-10T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T12:15:00.0/2019-03-10T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T12:30:00.0/2019-03-10T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T12:45:00.0/2019-03-10T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T13:00:00.0/2019-03-10T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T13:15:00.0/2019-03-10T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T13:30:00.0/2019-03-10T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T13:45:00.0/2019-03-10T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T14:00:00.0/2019-03-10T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T14:15:00.0/2019-03-10T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T14:30:00.0/2019-03-10T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T14:45:00.0/2019-03-10T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T15:00:00.0/2019-03-10T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T15:15:00.0/2019-03-10T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T15:30:00.0/2019-03-10T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T15:45:00.0/2019-03-10T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T16:00:00.0/2019-03-10T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T16:15:00.0/2019-03-10T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T16:30:00.0/2019-03-10T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T16:45:00.0/2019-03-10T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T17:00:00.0/2019-03-10T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T17:15:00.0/2019-03-10T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T17:30:00.0/2019-03-10T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T17:45:00.0/2019-03-10T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T18:00:00.0/2019-03-10T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T18:15:00.0/2019-03-10T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T18:30:00.0/2019-03-10T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T18:45:00.0/2019-03-10T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T19:00:00.0/2019-03-10T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T19:15:00.0/2019-03-10T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T19:30:00.0/2019-03-10T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T19:45:00.0/2019-03-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T20:00:00.0/2019-03-10T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T20:15:00.0/2019-03-10T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T20:30:00.0/2019-03-10T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T20:45:00.0/2019-03-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T21:00:00.0/2019-03-10T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T21:15:00.0/2019-03-10T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T21:30:00.0/2019-03-10T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T21:45:00.0/2019-03-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T22:00:00.0/2019-03-10T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T22:15:00.0/2019-03-10T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T22:30:00.0/2019-03-10T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T22:45:00.0/2019-03-10T23:00:00.0;7.4820;2.3530;0.5186;1.8344;13.5209
2019-03-10T23:00:00.0/2019-03-10T23:15:00.0;25.0605;10.8958;4.8883;6.0075;64.6531
2019-03-10T23:15:00.0/2019-03-10T23:30:00.0;42.4964;22.4808;13.0126;9.4682;104.5844
2019-03-10T23:30:00.0/2019-03-10T23:45:00.0;59.6878;35.4376;23.2435;12.1941;133.8698
2019-03-10T23:45:00.0/2019-03-11T00:00:00.0;76.5609;48.9889;34.6201;14.3688;155.7949
2019-03-11T00:00:00.0/2019-03-11T00:15:00.0;93.0438;62.6307;46.3413;16.2894;171.7857
2019-03-11T00:15:00.0/2019-03-11T00:30:00.0;109.0657;76.1101;57.9939;18.1162;183.4803
2019-03-11T00:30:00.0/2019-03-11T00:45:00.0;124.5579;89.3582;69.5554;19.8029;192.7337
2019-03-11T00:45:00.0/2019-03-11T01:00:00.0;139.4543;102.2482;80.8728;21.3753;200.1840
2019-03-11T01:00:00.0/2019-03-11T01:15:00.0;153.6911;114.6869;91.8960;22.7909;206.4150
2019-03-11T01:15:00.0/2019-03-11T01:30:00.0;167.2074;126.5766;102.4861;24.0904;211.6063
2019-03-11T01:30:00.0/2019-03-11T01:45:00.0;179.9453;137.8329;112.5171;25.3158;215.8808
2019-03-11T01:45:00.0/2019-03-11T02:00:00.0;191.8502;148.3877;121.9125;26.4752;219.3983
2019-03-11T02:00:00.0/2019-03-11T02:15:00.0;202.8713;158.1794;130.6044;27.5750;222.2757
2019-03-11T02:15:00.0/2019-03-11T02:30:00.0;212.9613;167.1527;138.5331;28.6197;224.6014
2019-03-11T02:30:00.0/2019-03-11T02:45:00.0;222.0772;175.2579;145.6463;29.6115;226.4428
2019-03-11T02:45:00.0/2019-03-11T03:00:00.0;230.1799;182.4504;151.8991;30.5514;227.8518
2019-03-11T03:00:00.0/2019-03-11T03:15:00.0;237.2347;188.6409;157.2249;31.4160;228.8278
2019-03-11T03:15:00.0/2019-03-11T03:30:00.0;243.2116;193.7924;161.5886;32.2038;229.3993
2019-03-11T03:30:00.0/2019-03-11T03:45:00.0;248.0849;197.9270;164.9913;32.9357;229.6283
