# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.1 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-03-05T00:00:00.0
# Date end (ISO 8601): 2019-03-19T00:00:00.0
# Latitude (positive North, ISO 19115): 36.7076
# Longitude (positive East, ISO 19115): 113.9000
# Altitude (m): 471.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2021-08-23
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-03-09T17:00:00.0/2019-03-09T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T17:15:00.0/2019-03-09T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T17:30:00.0/2019-03-09T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T17:45:00.0/2019-03-09T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T18:00:00.0/2019-03-09T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T18:15:00.0/2019-03-09T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T18:30:00.0/2019-03-09T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T18:45:00.0/2019-03-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T19:00:00.0/2019-03-09T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T19:15:00.0/2019-03-09T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T19:30:00.0/2019-03-09T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T19:45:00.0/2019-03-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T20:00:00.0/2019-03-09T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T20:15:00.0/2019-03-09T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T20:30:00.0/2019-03-09T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T20:45:00.0/2019-03-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T21:00:00.0/2019-03-09T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T21:15:00.0/2019-03-09T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T21:30:00.0/2019-03-09T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T21:45:00.0/2019-03-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T22:00:00.0/2019-03-09T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T22:15:00.0/2019-03-09T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T22:30:00.0/2019-03-09T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-09T22:45:00.0/2019-03-09T23:00:00.0;5.9366;1.1172;0.0205;1.0967;0.5627
2019-03-09T23:00:00.0/2019-03-09T23:15:00.0;23.5952;5.5023;0.3690;5.1333;5.0433
2019-03-09T23:15:00.0/2019-03-09T23:30:00.0;41.4068;11.5615;1.3874;10.1741;11.3314
2019-03-09T23:30:00.0/2019-03-09T23:45:00.0;58.9746;19.0184;3.2261;15.7923;18.7065
2019-03-09T23:45:00.0/2019-03-10T00:00:00.0;76.2233;27.7124;5.9689;21.7435;26.8956
2019-03-10T00:00:00.0/2019-03-10T00:15:00.0;93.0793;37.4061;9.5653;27.8408;35.3781
2019-03-10T00:15:00.0/2019-03-10T00:30:00.0;109.4702;47.8391;13.9087;33.9303;43.7914
2019-03-10T00:30:00.0/2019-03-10T00:45:00.0;125.3259;58.7882;18.9259;39.8622;52.0867
2019-03-10T00:45:00.0/2019-03-10T01:00:00.0;140.5786;70.0118;24.4840;45.5278;60.1001
2019-03-10T01:00:00.0/2019-03-10T01:15:00.0;155.1629;81.2905;30.4390;50.8515;67.7160
2019-03-10T01:15:00.0/2019-03-10T01:30:00.0;169.0164;92.4321;36.6465;55.7856;74.8594
2019-03-10T01:30:00.0/2019-03-10T01:45:00.0;182.0798;103.2717;42.9672;60.3045;81.4864
2019-03-10T01:45:00.0/2019-03-10T02:00:00.0;194.2973;113.6694;49.2706;64.3988;87.5751
2019-03-10T02:00:00.0/2019-03-10T02:15:00.0;205.6165;123.5068;55.4372;68.0696;93.1190
2019-03-10T02:15:00.0/2019-03-10T02:30:00.0;215.9890;132.6795;61.3595;71.3200;98.1230
2019-03-10T02:30:00.0/2019-03-10T02:45:00.0;225.3704;141.1002;66.9405;74.1596;102.5966
2019-03-10T02:45:00.0/2019-03-10T03:00:00.0;233.7205;148.6946;72.0944;76.6002;106.5516
2019-03-10T03:00:00.0/2019-03-10T03:15:00.0;241.0037;154.2292;74.5229;79.7063;106.8294
2019-03-10T03:15:00.0/2019-03-10T03:30:00.0;247.1889;157.6648;73.9787;83.6861;103.3951
2019-03-10T03:30:00.0/2019-03-10T03:45:00.0;252.2494;160.1051;72.6051;87.5000;99.4386
2019-03-10T03:45:00.0/2019-03-10T04:00:00.0;256.1638;161.7038;71.4550;90.2488;96.3636
2019-03-10T04:00:00.0/2019-03-10T04:15:00.0;258.9154;162.4225;70.5147;91.9078;94.0842
2019-03-10T04:15:00.0/2019-03-10T04:30:00.0;260.4923;162.0855;68.8562;93.2293;91.3139
2019-03-10T04:30:00.0/2019-03-10T04:45:00.0;260.8879;160.6984;66.5220;94.1764;88.0830
2019-03-10T04:45:00.0/2019-03-10T05:00:00.0;260.1007;158.2735;63.5634;94.7102;84.4182
2019-03-10T05:00:00.0/2019-03-10T05:15:00.0;258.1339;154.8308;60.0403;94.7906;80.3444
2019-03-10T05:15:00.0/2019-03-10T05:30:00.0;254.9961;150.3986;56.0215;94.3771;75.8863
2019-03-10T05:30:00.0/2019-03-10T05:45:00.0;250.7008;145.0144;51.5845;93.4299;71.0700
2019-03-10T05:45:00.0/2019-03-10T06:00:00.0;245.2665;138.7259;46.8152;91.9107;65.9245
2019-03-10T06:00:00.0/2019-03-10T06:15:00.0;238.7166;133.5900;44.5680;89.0220;64.4980
2019-03-10T06:15:00.0/2019-03-10T06:30:00.0;231.0791;129.5660;44.5306;85.0355;66.5725
2019-03-10T06:30:00.0/2019-03-10T06:45:00.0;222.3868;124.6379;43.7489;80.8889;67.9581
2019-03-10T06:45:00.0/2019-03-10T07:00:00.0;212.6772;118.8333;42.2151;76.6182;68.5661
2019-03-10T07:00:00.0/2019-03-10T07:15:00.0;201.9917;112.1839;39.9355;72.2484;68.2903
2019-03-10T07:15:00.0/2019-03-10T07:30:00.0;190.3764;104.7408;36.9852;67.7556;67.0998
2019-03-10T07:30:00.0/2019-03-10T07:45:00.0;177.8810;97.0594;35.0031;62.0563;67.9826
2019-03-10T07:45:00.0/2019-03-10T08:00:00.0;164.5591;88.9751;32.9749;56.0003;69.2200
2019-03-10T08:00:00.0/2019-03-10T08:15:00.0;150.4679;80.2872;30.0450;50.2422;68.9628
2019-03-10T08:15:00.0/2019-03-10T08:30:00.0;135.6678;71.0462;26.2343;44.8119;66.7621
2019-03-10T08:30:00.0/2019-03-10T08:45:00.0;120.2223;61.3105;21.6100;39.7005;62.0203
2019-03-10T08:45:00.0/2019-03-10T09:00:00.0;104.1977;51.1068;16.3371;34.7697;54.0282
2019-03-10T09:00:00.0/2019-03-10T09:15:00.0;87.6626;40.1013;10.7671;29.3341;42.2117
2019-03-10T09:15:00.0/2019-03-10T09:30:00.0;70.6880;29.0843;5.9750;23.1093;28.9338
2019-03-10T09:30:00.0/2019-03-10T09:45:00.0;53.3466;19.2284;2.6288;16.5996;16.7156
2019-03-10T09:45:00.0/2019-03-10T10:00:00.0;35.7128;10.9334;0.7794;10.1540;7.2308
2019-03-10T10:00:00.0/2019-03-10T10:15:00.0;17.8623;4.5052;0.1417;4.3635;2.5423
2019-03-10T10:15:00.0/2019-03-10T10:30:00.0;2.1845;0.4486;0.0109;0.4377;0.2555
2019-03-10T10:30:00.0/2019-03-10T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T10:45:00.0/2019-03-10T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T11:00:00.0/2019-03-10T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T11:15:00.0/2019-03-10T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T11:30:00.0/2019-03-10T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T11:45:00.0/2019-03-10T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T12:00:00.0/2019-03-10T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T12:15:00.0/2019-03-10T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T12:30:00.0/2019-03-10T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T12:45:00.0/2019-03-10T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T13:00:00.0/2019-03-10T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T13:15:00.0/2019-03-10T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T13:30:00.0/2019-03-10T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T13:45:00.0/2019-03-10T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T14:00:00.0/2019-03-10T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T14:15:00.0/2019-03-10T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T14:30:00.0/2019-03-10T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T14:45:00.0/2019-03-10T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T15:00:00.0/2019-03-10T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T15:15:00.0/2019-03-10T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T15:30:00.0/2019-03-10T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T15:45:00.0/2019-03-10T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T16:00:00.0/2019-03-10T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T16:15:00.0/2019-03-10T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T16:30:00.0/2019-03-10T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T16:45:00.0/2019-03-10T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T17:00:00.0/2019-03-10T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T17:15:00.0/2019-03-10T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T17:30:00.0/2019-03-10T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T17:45:00.0/2019-03-10T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T18:00:00.0/2019-03-10T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T18:15:00.0/2019-03-10T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T18:30:00.0/2019-03-10T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T18:45:00.0/2019-03-10T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T19:00:00.0/2019-03-10T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T19:15:00.0/2019-03-10T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T19:30:00.0/2019-03-10T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T19:45:00.0/2019-03-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T20:00:00.0/2019-03-10T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T20:15:00.0/2019-03-10T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T20:30:00.0/2019-03-10T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T20:45:00.0/2019-03-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T21:00:00.0/2019-03-10T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T21:15:00.0/2019-03-10T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T21:30:00.0/2019-03-10T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T21:45:00.0/2019-03-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T22:00:00.0/2019-03-10T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T22:15:00.0/2019-03-10T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T22:30:00.0/2019-03-10T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-10T22:45:00.0/2019-03-10T23:00:00.0;7.4025;2.4261;0.6158;1.8103;16.1401
2019-03-10T23:00:00.0/2019-03-10T23:15:00.0;25.3148;11.4977;5.5778;5.9200;73.1645
2019-03-10T23:15:00.0/2019-03-10T23:30:00.0;43.1225;23.7243;14.5231;9.2012;115.1007
2019-03-10T23:30:00.0/2019-03-10T23:45:00.0;60.6851;37.2906;25.5852;11.7054;144.9760
2019-03-10T23:45:00.0/2019-03-11T00:00:00.0;77.9274;51.4018;37.7564;13.6455;166.9534
2019-03-11T00:00:00.0/2019-03-11T00:15:00.0;94.7757;65.5322;50.1776;15.3546;182.6272
2019-03-11T00:15:00.0/2019-03-11T00:30:00.0;111.1576;79.4345;62.4322;17.0023;193.8169
2019-03-11T00:30:00.0/2019-03-11T00:45:00.0;127.0032;93.0770;74.5620;18.5150;202.6370
2019-03-11T00:45:00.0/2019-03-11T01:00:00.0;142.2446;106.3340;86.4153;19.9187;209.7132
2019-03-11T01:00:00.0/2019-03-11T01:15:00.0;156.8165;119.1011;97.8724;21.2287;215.4633
2019-03-11T01:15:00.0/2019-03-11T01:30:00.0;170.6566;131.2898;108.8339;22.4558;220.1751
2019-03-11T01:30:00.0/2019-03-11T01:45:00.0;183.7057;142.8237;119.2140;23.6098;224.0506
2019-03-11T01:45:00.0/2019-03-11T02:00:00.0;195.9079;153.6352;128.9363;24.6989;227.2346
2019-03-11T02:00:00.0/2019-03-11T02:15:00.0;207.2110;163.6631;137.9337;25.7294;229.8345
2019-03-11T02:15:00.0/2019-03-11T02:30:00.0;217.5665;172.8574;146.1938;26.6636;232.0053
2019-03-11T02:30:00.0/2019-03-11T02:45:00.0;226.9303;181.1649;153.6391;27.5257;233.7616
2019-03-11T02:45:00.0/2019-03-11T03:00:00.0;235.2622;188.5379;160.1956;28.3423;235.1061
2019-03-11T03:00:00.0/2019-03-11T03:15:00.0;242.5266;194.9198;165.7855;29.1344;236.0225
2019-03-11T03:15:00.0/2019-03-11T03:30:00.0;248.6925;200.2766;170.3741;29.9025;236.5413
2019-03-11T03:30:00.0/2019-03-11T03:45:00.0;253.7334;204.5982;173.9742;30.6240;236.7403
2019-03-11T03:45:00.0/2019-03-11T04:00:00.0;257.6278;207.8620;176.5657;31.2963;236.6340
2019-03-11T04:00:00.0/2019-03-11T04:15:00.0;260.3592;210.0510;178.1345;31.9165;236.2308
2019-03-11T04:15:00.0/2019-03-11T04:30:00.0;261.9158;211.1533;178.6719;32.4814;235.5340
2019-03-11T04:30:00.0/2019-03-11T04:45:00.0;262.2911;211.1627;178.1753;32.9873;234.5416
2019-03-11T04:45:00.0/2019-03-11T05:00:00.0;261.4836;210.0781;176.6479;33.4302;233.2473
2019-03-11T05:00:00.0/2019-03-11T05:15:00.0;259.4966;207.9043;174.0989;33.8054;231.6396
2019-03-11T05:15:00.0/2019-03-11T05:30:00.0;256.3389;204.6513;170.5438;34.1075;229.7023
2019-03-11T05:30:00.0/2019-03-11T05:45:00.0;252.0240;200.3343;166.0040;34.3303;227.4129
2019-03-11T05:45:00.0/2019-03-11T06:00:00.0;246.5705;194.9740;160.5072;34.4669;224.7426
2019-03-11T06:00:00.0/2019-03-11T06:15:00.0;240.0018;188.6415;154.1051;34.5364;221.6805
2019-03-11T06:15:00.0/2019-03-11T06:30:00.0;232.3462;181.3652;146.8359;34.5294;218.1788
2019-03-11T06:30:00.0/2019-03-11T06:45:00.0;223.6364;173.1358;138.7281;34.4076;214.1545
2019-03-11T06:45:00.0/2019-03-11T07:00:00.0;213.9099;163.9959;129.8377;34.1582;209.5373
2019-03-11T07:00:00.0/2019-03-11T07:15:00.0;203.2085;153.9948;120.2295;33.7653;204.2413
2019-03-11T07:15:00.0/2019-03-11T07:30:00.0;191.5780;143.1891;109.9799;33.2092;198.1615
2019-03-11T07:30:00.0/2019-03-11T07:45:00.0;179.0684;131.6444;99.1781;32.4663;191.1692
2019-03-11T07:45:00.0/2019-03-11T08:00:00.0;165.7333;119.4360;87.9280;31.5080;183.1034
2019-03-11T08:00:00.0/2019-03-11T08:15:00.0;151.6299;106.6513;76.3509;30.3004;173.7590
2019-03-11T08:15:00.0/2019-03-11T08:30:00.0;136.8188;93.3926;64.5884;28.8042;162.8675
2019-03-11T08:30:00.0/2019-03-11T08:45:00.0;121.3634;79.7945;52.8617;26.9327;150.2251
2019-03-11T08:45:00.0/2019-03-11T09:00:00.0;105.3300;66.0162;41.3870;24.6292;135.4435
2019-03-11T09:00:00.0/2019-03-11T09:15:00.0;88.7874;52.2192;30.2460;21.9733;117.2847
2019-03-11T09:15:00.0/2019-03-11T09:30:00.0;71.8066;38.7063;19.8878;18.8185;95.1384
2019-03-11T09:30:00.0/2019-03-11T09:45:00.0;54.4603;25.9796;11.0678;14.9118;69.4302
2019-03-11T09:45:00.0/2019-03-11T10:00:00.0;36.8229;14.7298;4.5363;10.1935;41.3999
2019-03-11T10:00:00.0/2019-03-11T10:15:00.0;18.9701;5.8780;0.9534;4.9246;15.6336
2019-03-11T10:15:00.0/2019-03-11T10:30:00.0;2.7665;0.6400;0.0302;0.6098;0.9199
2019-03-11T10:30:00.0/2019-03-11T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T10:45:00.0/2019-03-11T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T11:00:00.0/2019-03-11T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T11:15:00.0/2019-03-11T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T11:30:00.0/2019-03-11T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T11:45:00.0/2019-03-11T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T12:00:00.0/2019-03-11T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T12:15:00.0/2019-03-11T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T12:30:00.0/2019-03-11T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T12:45:00.0/2019-03-11T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T13:00:00.0/2019-03-11T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T13:15:00.0/2019-03-11T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T13:30:00.0/2019-03-11T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T13:45:00.0/2019-03-11T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T14:00:00.0/2019-03-11T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T14:15:00.0/2019-03-11T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T14:30:00.0/2019-03-11T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T14:45:00.0/2019-03-11T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T15:00:00.0/2019-03-11T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T15:15:00.0/2019-03-11T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T15:30:00.0/2019-03-11T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T15:45:00.0/2019-03-11T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T16:00:00.0/2019-03-11T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T16:15:00.0/2019-03-11T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T16:30:00.0/2019-03-11T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T16:45:00.0/2019-03-11T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T17:00:00.0/2019-03-11T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T17:15:00.0/2019-03-11T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T17:30:00.0/2019-03-11T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T17:45:00.0/2019-03-11T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T18:00:00.0/2019-03-11T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T18:15:00.0/2019-03-11T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T18:30:00.0/2019-03-11T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T18:45:00.0/2019-03-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T19:00:00.0/2019-03-11T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T19:15:00.0/2019-03-11T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T19:30:00.0/2019-03-11T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T19:45:00.0/2019-03-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T20:00:00.0/2019-03-11T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T20:15:00.0/2019-03-11T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T20:30:00.0/2019-03-11T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T20:45:00.0/2019-03-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T21:00:00.0/2019-03-11T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T21:15:00.0/2019-03-11T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T21:30:00.0/2019-03-11T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T21:45:00.0/2019-03-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T22:00:00.0/2019-03-11T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T22:15:00.0/2019-03-11T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T22:30:00.0/2019-03-11T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-11T22:45:00.0/2019-03-11T23:00:00.0;9.0681;2.2602;0.2222;2.0380;5.2756
2019-03-11T23:00:00.0/2019-03-11T23:15:00.0;27.0412;8.9104;1.9999;6.9106;24.3062
2019-03-11T23:15:00.0/2019-03-11T23:30:00.0;44.8440;18.3291;6.3211;12.0081;47.8545
2019-03-11T23:30:00.0/2019-03-11T23:45:00.0;62.4004;29.7020;13.0069;16.6951;71.4124
2019-03-11T23:45:00.0/2019-03-12T00:00:00.0;79.6352;42.2854;21.4792;20.8062;92.7303
2019-03-12T00:00:00.0/2019-03-12T00:15:00.0;96.4747;55.5578;31.1895;24.3683;111.3256
2019-03-12T00:15:00.0/2019-03-12T00:30:00.0;112.8466;69.1391;41.6932;27.4459;127.3328
2019-03-12T00:30:00.0/2019-03-12T00:45:00.0;128.6810;82.7220;52.6312;30.0908;141.0256
2019-03-12T00:45:00.0/2019-03-12T01:00:00.0;143.9101;96.1067;63.7447;32.3620;152.7724
2019-03-12T01:00:00.0/2019-03-12T01:15:00.0;158.4687;109.1397;74.8308;34.3089;162.8948
2019-03-12T01:15:00.0/2019-03-12T01:30:00.0;172.2944;121.6967;85.7242;35.9725;171.6539
2019-03-12T01:30:00.0/2019-03-12T01:45:00.0;185.3281;133.6734;96.2857;37.3877;179.2572
2019-03-12T01:45:00.0/2019-03-12T02:00:00.0;197.5141;144.9802;106.3965;38.5837;185.8701
2019-03-12T02:00:00.0/2019-03-12T02:15:00.0;208.8000;155.5395;115.9544;39.5851;191.6257
2019-03-12T02:15:00.0/2019-03-12T02:30:00.0;219.1378;165.2843;124.8717;40.4126;196.6328
2019-03-12T02:30:00.0/2019-03-12T02:45:00.0;228.4831;174.1562;133.0732;41.0830;200.9807
2019-03-12T02:45:00.0/2019-03-12T03:00:00.0;236.7959;182.1048;140.4944;41.6104;204.7427
2019-03-12T03:00:00.0/2019-03-12T03:15:00.0;244.0407;188.8853;146.6022;42.2831;207.3061
2019-03-12T03:15:00.0/2019-03-12T03:30:00.0;250.1866;194.4579;151.3323;43.1256;208.7386
2019-03-12T03:30:00.0/2019-03-12T03:45:00.0;255.2071;198.9926;155.1210;43.8716;209.7554
